飲食店店名,ジャンル,立地,営業j時間,定休日・臨時定休日,コンセント,Wi-fi,禁煙,英語対応,エレベーター,座席数,他のサービスの導入,電話番号,住所,反応やアドバイス,外部リンクURL,FB,Twitter,インスタグラム
にほん酒と肴 酔音,居酒屋,元住吉駅から徒歩徒歩3分,,,,,,,,,,044-387-4701,〒211-0025 神奈川県川崎市中原区木月1-10-5 ,,https://r.gnavi.co.jp/9jz1edgz0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
小料理 幸香,小料理,元住吉駅から徒歩徒歩3分,,,,,,,,,,044-433-2498,〒211-0025 神奈川県川崎市中原区木月1-10-5 ,,https://r.gnavi.co.jp/795a8wpz0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
亀吾朗,居酒屋,元住吉駅から徒歩徒歩3分,,,,,,,,,,044-434-0850,〒211-0025 神奈川県川崎市中原区木月1-10-6 ,,https://r.gnavi.co.jp/stdh84gn0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
空,居酒屋,元住吉駅から徒歩徒歩2分,,,,,,,,,,044-411-9917,〒211-0025 神奈川県川崎市中原区木月2-1-7 102,,https://r.gnavi.co.jp/670mvz970000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
焼き鳥 柳さわ,焼き鳥,元住吉駅から徒歩徒歩2分,,,,,,,,,,044-750-0300,〒211-0025 神奈川県川崎市中原区木月2-1-7 柳沢ビル101,,https://r.gnavi.co.jp/3034ek9g0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
もつ焼き けんもつ屋,もつ焼き,元住吉駅から徒歩徒歩2分,,,,,,,,,,044-422-2044,〒211-0025 神奈川県川崎市中原区木月2-1-7 柳澤ビル　103,,https://r.gnavi.co.jp/79ngbjsz0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
天福楼,元住吉の本格中華,元住吉駅から徒歩3分,月・火・木～日 11:00～15:00月・火・木～日 17:00～22:30,,,,,,,,,050-3463-6504,〒211-0025 神奈川県川崎市中原区木月2-18-21,,https://r.gnavi.co.jp/96bfda3n0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
レオナ,喫茶店,元住吉駅から徒歩徒歩3分,,,,,,,,,,044-411-8511,〒211-0025 神奈川県川崎市中原区木月1-28-8 ,,https://r.gnavi.co.jp/f4fv3t5j0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
和牛キッチン 鉄重 元住吉店,ステーキレストラン,元住吉駅から徒歩徒歩3分,月～日 ランチ：11:00～16:00(L.O.15:30)月～日 ディナー：17:00～24:00(L.O.23:30),,,,,,,,,044-434-0298,〒211-0025 神奈川県川崎市中原区木月1-30-31 ,,https://r.gnavi.co.jp/jeehjaey0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
萱,厳選地酒&天然鮮魚,元住吉駅から徒歩4分,月～土 ディナー：17:30～22:30(L.O.22:00),,,,,,,,,050-3476-8617,〒211-0025 神奈川県川崎市中原区木月1-12-8 1F,,https://r.gnavi.co.jp/gaht100/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
Mexican & Chicken Dining EL POLLO,メキシコ料理,元住吉駅から徒歩徒歩3分,,,,,,,,,,044-435-8899,〒211-0025 神奈川県川崎市中原区木月1-27-18 ,,https://r.gnavi.co.jp/7z1y1t2h0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
花天,焼肉の店,元住吉駅から徒歩徒歩2分, ディナー：16:00～23:00(L.O.22:30),,,,,,,,,044-422-8781,〒211-0021 神奈川県川崎市中原区木月住吉町12-16 ,,https://r.gnavi.co.jp/hu1yk8370000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
菜華,中華料理,元住吉駅から徒歩徒歩3分,,,,,,,,,,044-433-9793,〒211-0025 神奈川県川崎市中原区木月2-19-5 ,,https://r.gnavi.co.jp/7pzf8r060000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
お好みハウス,お好み焼き,元住吉駅から徒歩徒歩3分,,,,,,,,,,044-435-8222,〒211-0021 神奈川県川崎市中原区木月住吉町12-3 301,,https://r.gnavi.co.jp/a4a5mj6v0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
鉄板焼 ゆうき亭,鉄板焼き,元住吉駅から徒歩徒歩4分, 11:30～15:00、17:00～22:30(L.O.22:00),,,,,,,,,044-434-6999,〒211-0025 神奈川県川崎市中原区木月1-28-16 ,,https://r.gnavi.co.jp/6gn55c4h0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
美船,割烹,元住吉駅から徒歩徒歩4分,,,,,,,,,,044-433-5942,〒211-0025 神奈川県川崎市中原区木月1-30-16 ,,https://r.gnavi.co.jp/95hgrygn0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
餃子の王将 元住吉店,中華レストラン,元住吉駅から徒歩4分, 11:30～23:00(L.O.22:00),,,,,,,,,044-948-8880,〒211-0021 神奈川県川崎市中原区木月住吉町7-4,,https://r.gnavi.co.jp/dbmh18xw0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
ビストロ プロバンス,ビストロ,元住吉駅から徒歩徒歩3分,,,,,,,,,,044-433-8913,〒211-0021 神奈川県川崎市中原区木月住吉町7-62 1F,,https://r.gnavi.co.jp/2m68csen0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
梅干,居酒屋,元住吉駅から徒歩徒歩3分,,,,,,,,,,044-433-8913,〒211-0021 神奈川県川崎市中原区木月住吉町7-62 ,,http://r.gnavi.co.jp/n9jfdgd80000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
マジックパブ ロイヤル,バー,元住吉駅から徒歩徒歩3分,,,,,,,,,,044-434-4261,〒211-0021 神奈川県川崎市中原区木月住吉町7-62 ,,http://r.gnavi.co.jp/81z0z0930000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
binwan,イタリアン,元住吉駅から徒歩徒歩4分,,,,,,,,,,044-948-6954,〒211-0025 神奈川県川崎市中原区木月1-29-12 ,,https://r.gnavi.co.jp/j6w3rk980000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
ジャイプール,本格インド料理,元住吉駅から徒歩徒歩5分, ランチ：11:00～15:30(L.O.15:00)月～日 ディナー：17:00～22:30(L.O.22:00),,,,,,,,,044-411-1640,〒211-0025 神奈川県川崎市中原区木月1-29-13 ラボンヌメゾン1F,,https://r.gnavi.co.jp/s7f0bejj0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
チェリーロード,喫茶店,元住吉駅から徒歩徒歩4分,,,,,,,,,,044-422-8633,〒211-0025 神奈川県川崎市中原区木月2-19-13 ,,https://r.gnavi.co.jp/dp95z9z20000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
中華珍々,中華料理,元住吉駅から徒歩徒歩3分,,,,,,,,,,044-411-4340,〒211-0021 神奈川県川崎市中原区木月住吉町7-61 ,,https://r.gnavi.co.jp/e8cz1pzr0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
中華料理 東華楼,中華料理,元住吉駅から徒歩徒歩4分,,,,,,,,,,044-411-8754,〒211-0025 神奈川県川崎市中原区木月1-28-19 ,,https://r.gnavi.co.jp/7cxzhtr00000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
炭火焼鳥わいわい 元住吉店,炭火焼鳥屋,から徒歩分, 夜の部：16:00～22:00(※年中無休※毎朝１１時から電話予約を受付しています（希望時間ピッタリに出来立ての焼鳥をテイクアウト可能！待ち時間なしで便利です）),,,,,,,,,044-789-9111,〒211-0025 神奈川県川崎市中原区木月7-60 ,,https://r.gnavi.co.jp/kwasf1vg0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
CasaBale～カーサバーレ～,自家製イタリア料理,元住吉駅から徒歩徒歩4分, ディナー：17:30～23:00(L.O.22:00)土・日 ランチ：11:30～14:00(L.O.13:30),,,,,,,,,044-820-6455,〒211-0021 神奈川県川崎市中原区木月住吉町11-44 ,,https://r.gnavi.co.jp/nn9d08rg0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
信寿司,和食、寿司、ふぐ料理,元住吉から徒歩徒歩5分,月～水・金～日 ランチ：12:00～14:00月～水・金～日 ディナー：17:00～22:00,,,,,,,,,044-422-3324,〒211-0021 神奈川県川崎市中原区木月住吉町11－44 ,,https://r.gnavi.co.jp/rht7nun60000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
きらく,居酒屋,元住吉駅から徒歩徒歩3分,,,,,,,,,,044-411-7723,〒211-0021 神奈川県川崎市中原区木月住吉町7-50 ,,https://r.gnavi.co.jp/mgv7sebr0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
